ip.session_id,meta.direction,ip.pkts_per_flow,duration,ip.header_len,ip.payload_len,ip.avg_bytes_tot_len,time_between_pkts_sum,time_between_pkts_avg,time_between_pkts_max,time_between_pkts_min,time_between_pkts_std,"(-0.001, 50.0]","(50.0, 100.0]","(100.0, 150.0]","(150.0, 200.0]","(200.0, 250.0]","(250.0, 300.0]","(300.0, 350.0]","(350.0, 400.0]","(400.0, 450.0]","(450.0, 500.0]","(500.0, 550.0]",tcp_pkts_per_flow,pkts_rate,tcp_bytes_per_flow,byte_rate,tcp.tcp_session_payload_up_len,tcp.tcp_session_payload_down_len,"(-0.001, 150.0]","(150.0, 300.0]","(300.0, 450.0]","(450.0, 600.0]","(600.0, 750.0]","(750.0, 900.0]","(900.0, 1050.0]","(1050.0, 1200.0]","(1200.0, 1350.0]","(1350.0, 1500.0]","(1500.0, 10000.0]",tcp.fin,tcp.syn,tcp.rst,tcp.psh,tcp.ack,tcp.urg,sport_g,sport_le,dport_g,dport_le,mean_tcp_pkts,std_tcp_pkts,min_tcp_pkts,max_tcp_pkts,entropy_tcp_pkts,mean_tcp_len,std_tcp_len,min_tcp_len,max_tcp_len,entropy_tcp_len,ssl.tls_version,malware
7,1,1,8.386577129364014,20,20,42.0,0.09799003601074219,0.09799003601074219,0.09799003601074219,0.09799003601074219,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11923815694709217,0.0,0.11923815694709217,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0
8,0,1,8.386479139328003,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11923955016003636,0.0,0.11923955016003636,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
8,1,1,8.386621952056885,20,20,42.0,0.04482269287109375,0.04482269287109375,0.04482269287109375,0.04482269287109375,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.1192375196731912,0.0,0.1192375196731912,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0,0,0
9,0,1,8.386479139328003,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11923955016003636,0.0,0.11923955016003636,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
9,1,1,8.386641025543213,20,20,42.0,0.019073486328125,0.019073486328125,0.019073486328125,0.019073486328125,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11923724849487388,0.0,0.11923724849487388,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,587.0,0.0,587.0,587.0,0.0,0.0,0.0,0.0,0.0,0,0,0
10,0,1,8.386656045913696,20,24,42.0,0.015020370483398438,0.015020370483398438,0.015020370483398438,0.015020370483398438,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11923703494281714,0.0,0.11923703494281714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
10,1,1,8.38670301437378,20,20,42.0,0.04696846008300781,0.04696846008300781,0.04696846008300781,0.04696846008300781,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11923636717386114,0.0,0.11923636717386114,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,993.0,0.0,993.0,993.0,0.0,0.0,0.0,0.0,0.0,0,0,0
11,0,1,8.386656045913696,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11923703494281714,0.0,0.11923703494281714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
11,1,1,8.386714935302734,20,20,42.0,0.011920928955078125,0.011920928955078125,0.011920928955078125,0.011920928955078125,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11923619769054462,0.0,0.11923619769054462,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,135.0,0.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0,0,0
12,0,1,8.386656045913696,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11923703494281714,0.0,0.11923703494281714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
12,1,1,8.38673710823059,20,20,42.0,0.022172927856445312,0.022172927856445312,0.022172927856445312,0.022172927856445312,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.1192358824528574,0.0,0.1192358824528574,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,113.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0,0,0
13,0,2,8.417683124542236,40,44,42.666666666666664,30.727148056030273,15.363574028015137,29.455184936523438,1.271963119506836,19.92854726249709,2,0,0,0,0,0,0,0,0,0,0,2.0,0.237595068667872,0.0,0.237595068667872,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
13,1,1,8.388061046600342,20,24,42.666666666666664,0.051975250244140625,0.051975250244140625,0.051975250244140625,0.051975250244140625,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11921706273290622,0.0,0.11921706273290622,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0
14,0,1,8.388137102127075,20,24,42.0,0.07605552673339844,0.07605552673339844,0.07605552673339844,0.07605552673339844,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11921598178771048,0.0,0.11921598178771048,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
14,1,1,8.388148069381714,20,20,42.0,0.010967254638671875,0.010967254638671875,0.010967254638671875,0.010967254638671875,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11921582591635266,0.0,0.11921582591635266,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0,0
15,0,1,8.388154029846191,20,24,42.0,0.0059604644775390625,0.0059604644775390625,0.0059604644775390625,0.0059604644775390625,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11921574120382913,0.0,0.11921574120382913,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
15,1,1,8.388159036636353,20,20,42.0,0.0050067901611328125,0.0050067901611328125,0.0050067901611328125,0.0050067901611328125,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11921567004540241,0.0,0.11921567004540241,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,0
16,0,1,8.388204097747803,20,24,42.0,0.04506111145019531,0.04506111145019531,0.04506111145019531,0.04506111145019531,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11921502962338455,0.0,0.11921502962338455,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
16,1,1,8.388227939605713,20,20,42.0,0.02384185791015625,0.02384185791015625,0.02384185791015625,0.02384185791015625,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11921469077853943,0.0,0.11921469077853943,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,554.0,0.0,554.0,554.0,0.0,0.0,0.0,0.0,0.0,0,0,0
17,0,1,8.419565916061401,20,24,42.0,1.882791519165039,1.882791519165039,1.882791519165039,1.882791519165039,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.1187709687137637,0.0,0.1187709687137637,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
17,1,1,8.419610977172852,20,20,42.0,0.04506111145019531,0.04506111145019531,0.04506111145019531,0.04506111145019531,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11877033306065898,0.0,0.11877033306065898,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,256.0,0.0,256.0,256.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18,0,1,8.419704914093018,20,24,42.0,0.09393692016601562,0.09393692016601562,0.09393692016601562,0.09393692016601562,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.1187690079644224,0.0,0.1187690079644224,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18,1,1,8.419728994369507,20,20,42.0,0.024080276489257812,0.024080276489257812,0.024080276489257812,0.024080276489257812,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876866828715345,0.0,0.11876866828715345,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,139.0,0.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0,0,0
19,0,1,8.419704914093018,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.1187690079644224,0.0,0.1187690079644224,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
19,1,1,8.419790029525757,20,20,42.0,0.06103515625,0.06103515625,0.06103515625,0.06103515625,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876780733169005,0.0,0.11876780733169005,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5900.0,0.0,5900.0,5900.0,0.0,0.0,0.0,0.0,0.0,0,0,0
20,0,1,8.419803142547607,20,24,42.0,0.013113021850585938,0.013113021850585938,0.013113021850585938,0.013113021850585938,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876762236241864,0.0,0.11876762236241864,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
20,1,1,8.419824123382568,20,20,42.0,0.0209808349609375,0.0209808349609375,0.0209808349609375,0.0209808349609375,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876732641278276,0.0,0.11876732641278276,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,53.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0,0,0
21,0,1,8.419803142547607,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876762236241864,0.0,0.11876762236241864,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
21,1,1,8.419872045516968,20,20,42.0,0.04792213439941406,0.04792213439941406,0.04792213439941406,0.04792213439941406,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876665044244167,0.0,0.11876665044244167,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1723.0,0.0,1723.0,1723.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22,0,1,8.419803142547607,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876762236241864,0.0,0.11876762236241864,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22,1,1,8.419894933700562,20,20,42.0,0.02288818359375,0.02288818359375,0.02288818359375,0.02288818359375,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876632759365062,0.0,0.11876632759365062,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8888.0,0.0,8888.0,8888.0,0.0,0.0,0.0,0.0,0.0,0,0,0
23,0,1,8.419803142547607,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876762236241864,0.0,0.11876762236241864,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
23,1,1,8.41991901397705,20,20,42.0,0.024080276489257812,0.024080276489257812,0.024080276489257812,0.024080276489257812,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876598793171309,0.0,0.11876598793171309,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,443.0,0.0,443.0,443.0,0.0,0.0,0.0,0.0,0.0,0,0,0
24,0,1,8.41992998123169,20,24,42.0,0.010967254638671875,0.010967254638671875,0.010967254638671875,0.010967254638671875,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876583323484091,0.0,0.11876583323484091,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
24,1,1,8.419964075088501,20,20,42.0,0.03314018249511719,0.03314018249511719,0.03314018249511719,0.03314018249511719,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876535233192062,0.0,0.11876535233192062,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25,0,1,8.419930934906006,20,24,42.0,0.00095367431640625,0.00095367431640625,0.00095367431640625,0.00095367431640625,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876581978295803,0.0,0.11876581978295803,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25,1,1,8.420002937316895,20,20,42.0,0.03886222839355469,0.03886222839355469,0.03886222839355469,0.03886222839355469,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876480417460027,0.0,0.11876480417460027,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,995.0,0.0,995.0,995.0,0.0,0.0,0.0,0.0,0.0,0,0,0
26,0,1,8.419930934906006,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876581978295803,0.0,0.11876581978295803,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
26,1,1,8.4200119972229,20,20,42.0,0.009059906005859375,0.009059906005859375,0.009059906005859375,0.009059906005859375,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876467638405044,0.0,0.11876467638405044,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,111.0,0.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0,0,0
27,0,1,8.419930934906006,20,24,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876581978295803,0.0,0.11876581978295803,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
27,1,1,8.420045137405396,20,20,42.0,0.03314018249511719,0.03314018249511719,0.03314018249511719,0.03314018249511719,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.1187642089420136,0.0,0.1187642089420136,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,199.0,0.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0,0,0
28,0,2,8.450720071792603,40,44,42.666666666666664,30.334949493408203,15.167474746704102,30.26413917541504,0.07081031799316406,21.34990758167848,2,0,0,0,0,0,0,0,0,0,0,2.0,0.23666622287912933,0.0,0.23666622287912933,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,59086.0,0.0,59086.0,59086.0,0.0,0.0,0.0,0.0,0.0,0,0,0
28,1,1,8.420182943344116,20,24,42.666666666666664,0.06699562072753906,0.06699562072753906,0.06699562072753906,0.06699562072753906,0.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.11876226522969645,0.0,0.11876226522969645,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8080.0,0.0,8080.0,8080.0,0.0,0.0,0.0,0.0,0.0,0,0,0
